"Time" "Ping Local" "Ping LocalApp-CorpApp" "Ping LocalApp-CorpDB" "Load Average LocalApp" "Load Average LocalDB" "Load Average CORPApp" "TNS ping LocalApp-LocalDB" "TNS ping LocalApp-CorpDB" "Class0" "Class1" "Class2" "Class3"
14:6 0.376 61.3 56.1 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
14:7 2.32 61.6 56.2 0.17 0.05 0.00 9999999999 9999999999 0 0 1 0
14:8 2.76 61.3 93.4 0.06 0.00 0.00 9999999999 9999999999 0 0 1 0
14:9 0.597 61.5 56.1 0.00 0.00 0.00 9999999999 9999999999 0 0 1 0
14:10 2.27 61.5 56.1 0.08 0.01 0.08 9999999999 9999999999 0 0 1 0
14:11 0.502 61.2 56.3 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
14:12 1.49 60.8 56.0 0.02 0.01 0.09 9999999999 9999999999 0 0 1 0
14:13 0.551 60.9 56.4 0.00 0.03 0.00 9999999999 9999999999 0 0 1 0
14:14 1.75 60.9 56.3 0.03 0.00 0.08 9999999999 9999999999 0 0 1 0
14:15 0.349 63.4 52.7 0.00 0.00 1.70 0 9999999999 0 0 1 0
14:16 0.457 64.3 55.9 0.07 0.02 0.08 10 9999999999 0 0 1 0
14:17 0.361 64.7 56.2 0.00 0.06 0.00 9999999999 9999999999 0 0 1 0
14:18 2.22 65.4 56.3 0.00 0.00 0.00 9999999999 9999999999 0 0 1 0
14:19 0.377 64.3 55.9 0.00 0.00 0.08 9999999999 9999999999 0 0 1 0
14:20 1.50 61.5 56.0 0.09 0.00 0.00 9999999999 9999999999 0 0 1 0
14:21 0.376 61.3 56.1 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
14:22 2.32 61.6 56.2 0.17 0.05 0.00 9999999999 9999999999 0 0 1 0
14:23 2.76 61.3 93.4 0.06 0.00 0.00 9999999999 9999999999 0 0 1 0
14:24 0.597 61.5 56.1 0.00 0.00 0.00 9999999999 9999999999 0 0 1 0
14:25 2.27 61.5 56.1 0.08 0.01 0.08 9999999999 9999999999 0 0 1 0
14:26 0.502 61.2 56.3 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
14:27 1.49 60.8 56.0 0.02 0.01 0.09 9999999999 9999999999 0 0 1 0
14:28 0.551 60.9 56.4 0.00 0.03 0.00 9999999999 9999999999 0 0 1 0
14:29 1.75 60.9 56.3 0.03 0.00 0.08 9999999999 9999999999 0 0 1 0
14:30 0.591 61.0 56.4 0.00 0.17 0.00 9999999999 9999999999 0 0 1 0
14:31 2.18 61.5 55.9 0.05 0.12 0.00 9999999999 9999999999 0 0 1 0
14:32 0.459 61.0 56.0 0.00 0.14 0.00 9999999999 9999999999 0 0 1 0
14:33 1.94 61.1 56.2 0.04 0.00 0.00 9999999999 9999999999 0 0 1 0
14:34 0.412 61.3 56.2 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
14:35 2.47 61.6 58.5 0.07 0.04 0.35 9999999999 9999999999 0 0 1 0
14:36 0.442 61.2 56.1 0.00 0.01 0.05 9999999999 9999999999 0 0 1 0
14:37 1.70 65.4 56.2 0.08 0.00 0.08 9999999999 130 0 0 0 1
14:38 0.352 64.2 56.1 0.00 0.00 0.00 9999999999 120 0 0 0 1
14:39 2.56 65.2 55.8 0.06 0.00 0.00 9999999999 130 0 0 0 1
14:40 0.367 64.4 56.0 0.00 3.68 1.25 9999999999 120 0 0 0 1
14:41 0.349 63.4 52.7 0.00 0.00 1.70 0 9999999999 0 0 1 0
14:42 0.457 64.3 55.9 0.07 0.02 0.08 10 9999999999 0 0 1 0
14:43 0.361 64.7 56.2 0.00 0.06 0.00 9999999999 9999999999 0 0 1 0
14:44 2.22 65.4 56.3 0.00 0.00 0.00 9999999999 9999999999 0 0 1 0
14:45 0.377 64.3 55.9 0.00 0.00 0.08 9999999999 9999999999 0 0 1 0
14:46 1.50 61.5 56.0 0.09 0.00 0.00 9999999999 9999999999 0 0 1 0
14:47 0.376 61.3 56.1 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
14:48 2.32 61.6 56.2 0.17 0.05 0.00 9999999999 9999999999 0 0 1 0
14:49 2.76 61.3 93.4 0.06 0.00 0.00 9999999999 9999999999 0 0 1 0
14:50 0.597 61.5 56.1 0.00 0.00 0.00 9999999999 9999999999 0 0 1 0
14:51 2.27 61.5 56.1 0.08 0.01 0.08 9999999999 9999999999 0 0 1 0
14:52 0.502 61.2 56.3 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
14:53 1.49 60.8 56.0 0.02 0.01 0.09 9999999999 9999999999 0 0 1 0
14:54 0.551 60.9 56.4 0.00 0.03 0.00 9999999999 9999999999 0 0 1 0
14:55 1.75 60.9 56.3 0.03 0.00 0.08 9999999999 9999999999 0 0 1 0
14:56 0.591 61.0 56.4 0.00 0.17 0.00 9999999999 9999999999 0 0 1 0
14:57 2.18 61.5 55.9 0.05 0.12 0.00 9999999999 9999999999 0 0 1 0
14:58 0.459 61.0 56.0 0.00 0.14 0.00 9999999999 9999999999 0 0 1 0
14:59 1.94 61.1 56.2 0.04 0.00 0.00 9999999999 9999999999 0 0 1 0
15:0 0.412 61.3 56.2 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
15:1 2.47 61.6 58.5 0.07 0.04 0.35 9999999999 9999999999 0 0 1 0
15:2 0.442 61.2 56.1 0.00 0.01 0.05 9999999999 9999999999 0 0 1 0
15:3 1.70 65.4 56.2 0.08 0.00 0.08 9999999999 130 0 0 0 1
15:4 0.352 64.2 56.1 0.00 0.00 0.00 9999999999 120 0 0 0 1
15:5 2.56 65.2 55.8 0.06 0.00 0.00 9999999999 130 0 0 0 1
15:6 0.367 64.4 56.0 0.00 3.68 1.25 9999999999 120 0 0 0 1
15:7 0.349 63.4 52.7 0.00 0.00 1.70 0 9999999999 0 0 1 0
15:8 0.457 64.3 55.9 0.07 0.02 0.08 10 9999999999 0 0 1 0
15:9 0.361 64.7 56.2 0.00 0.06 0.00 9999999999 9999999999 0 0 1 0
15:10 2.22 65.4 56.3 0.00 0.00 0.00 9999999999 9999999999 0 0 1 0
15:11 0.377 64.3 55.9 0.00 0.00 0.08 9999999999 9999999999 0 0 1 0
15:12 1.50 61.5 56.0 0.09 0.00 0.00 9999999999 9999999999 0 0 1 0
15:13 0.376 61.3 56.1 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
15:14 2.32 61.6 56.2 0.17 0.05 0.00 9999999999 9999999999 0 0 1 0
15:15 2.76 61.3 93.4 0.06 0.00 0.00 9999999999 9999999999 0 0 1 0
15:16 0.597 61.5 56.1 0.00 0.00 0.00 9999999999 9999999999 0 0 1 0
15:17 2.27 61.5 56.1 0.08 0.01 0.08 9999999999 9999999999 0 0 1 0
15:18 0.502 61.2 56.3 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
15:19 1.49 60.8 56.0 0.02 0.01 0.09 9999999999 9999999999 0 0 1 0
15:20 0.551 60.9 56.4 0.00 0.03 0.00 9999999999 9999999999 0 0 1 0
15:21 1.75 60.9 56.3 0.03 0.00 0.08 9999999999 9999999999 0 0 1 0
15:22 0.591 61.0 56.4 0.00 0.17 0.00 9999999999 9999999999 0 0 1 0
15:23 2.18 61.5 55.9 0.05 0.12 0.00 9999999999 9999999999 0 0 1 0
15:24 0.459 61.0 56.0 0.00 0.14 0.00 9999999999 9999999999 0 0 1 0
15:25 1.94 61.1 56.2 0.04 0.00 0.00 9999999999 9999999999 0 0 1 0
15:26 0.412 61.3 56.2 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
15:27 2.47 61.6 58.5 0.07 0.04 0.35 9999999999 9999999999 0 0 1 0
15:28 0.442 61.2 56.1 0.00 0.01 0.05 9999999999 9999999999 0 0 1 0
15:29 1.70 65.4 56.2 0.08 0.00 0.08 9999999999 130 0 0 0 1
15:30 0.352 64.2 56.1 0.00 0.00 0.00 9999999999 120 0 0 0 1
15:31 2.56 65.2 55.8 0.06 0.00 0.00 9999999999 130 0 0 0 1
15:32 0.367 64.4 56.0 0.00 3.68 1.25 9999999999 120 0 0 0 1
15:33 0.349 63.4 52.7 0.00 0.00 1.70 0 9999999999 0 0 1 0
15:34 0.457 64.3 55.9 0.07 0.02 0.08 10 9999999999 0 0 1 0
15:35 0.361 64.7 56.2 0.00 0.06 0.00 9999999999 9999999999 0 0 1 0
15:36 2.22 65.4 56.3 0.00 0.00 0.00 9999999999 9999999999 0 0 1 0
15:37 0.377 64.3 55.9 0.00 0.00 0.08 9999999999 9999999999 0 0 1 0
15:38 1.50 61.5 56.0 0.09 0.00 0.00 9999999999 9999999999 0 0 1 0
15:39 0.376 61.3 56.1 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
15:40 2.32 61.6 56.2 0.17 0.05 0.00 9999999999 9999999999 0 0 1 0
15:41 2.76 61.3 93.4 0.06 0.00 0.00 9999999999 9999999999 0 0 1 0
15:42 0.597 61.5 56.1 0.00 0.00 0.00 9999999999 9999999999 0 0 1 0
15:43 2.27 61.5 56.1 0.08 0.01 0.08 9999999999 9999999999 0 0 1 0
15:44 0.502 61.2 56.3 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
15:45 1.49 60.8 56.0 0.02 0.01 0.09 9999999999 9999999999 0 0 1 0
15:46 0.551 60.9 56.4 0.00 0.03 0.00 9999999999 9999999999 0 0 1 0
15:47 1.75 60.9 56.3 0.03 0.00 0.08 9999999999 9999999999 0 0 1 0
15:48 0.591 61.0 56.4 0.00 0.17 0.00 9999999999 9999999999 0 0 1 0
15:49 2.18 61.5 55.9 0.05 0.12 0.00 9999999999 9999999999 0 0 1 0
15:50 0.459 61.0 56.0 0.00 0.14 0.00 9999999999 9999999999 0 0 1 0
15:51 1.94 61.1 56.2 0.04 0.00 0.00 9999999999 9999999999 0 0 1 0
15:52 0.412 61.3 56.2 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
15:53 2.47 61.6 58.5 0.07 0.04 0.35 9999999999 9999999999 0 0 1 0
15:54 0.442 61.2 56.1 0.00 0.01 0.05 9999999999 9999999999 0 0 1 0
15:55 1.70 65.4 56.2 0.08 0.00 0.08 9999999999 130 0 0 0 1
15:56 0.352 64.2 56.1 0.00 0.00 0.00 9999999999 120 0 0 0 1
15:57 2.56 65.2 55.8 0.06 0.00 0.00 9999999999 130 0 0 0 1
15:58 0.367 64.4 56.0 0.00 3.68 1.25 9999999999 120 0 0 0 1
15:59 0.349 63.4 52.7 0.00 0.00 1.70 0 9999999999 0 0 1 0
16:0 0.457 64.3 55.9 0.07 0.02 0.08 10 9999999999 0 0 1 0
16:1 0.361 64.7 56.2 0.00 0.06 0.00 9999999999 9999999999 0 0 1 0
16:2 2.22 65.4 56.3 0.00 0.00 0.00 9999999999 9999999999 0 0 1 0
16:3 0.377 64.3 55.9 0.00 0.00 0.08 9999999999 9999999999 0 0 1 0
16:4 1.50 61.5 56.0 0.09 0.00 0.00 9999999999 9999999999 0 0 1 0
16:5 0.376 61.3 56.1 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
16:6 2.32 61.6 56.2 0.17 0.05 0.00 9999999999 9999999999 0 0 1 0
16:7 2.76 61.3 93.4 0.06 0.00 0.00 9999999999 9999999999 0 0 1 0
16:8 0.597 61.5 56.1 0.00 0.00 0.00 9999999999 9999999999 0 0 1 0
16:9 2.27 61.5 56.1 0.08 0.01 0.08 9999999999 9999999999 0 0 1 0
16:10 0.502 61.2 56.3 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
16:11 1.49 60.8 56.0 0.02 0.01 0.09 9999999999 9999999999 0 0 1 0
16:12 0.551 60.9 56.4 0.00 0.03 0.00 9999999999 9999999999 0 0 1 0
16:13 1.75 60.9 56.3 0.03 0.00 0.08 9999999999 9999999999 0 0 1 0
16:14 0.591 61.0 56.4 0.00 0.17 0.00 9999999999 9999999999 0 0 1 0
16:15 2.18 61.5 55.9 0.05 0.12 0.00 9999999999 9999999999 0 0 1 0
16:16 0.459 61.0 56.0 0.00 0.14 0.00 9999999999 9999999999 0 0 1 0
16:17 1.94 61.1 56.2 0.04 0.00 0.00 9999999999 9999999999 0 0 1 0
16:18 0.412 61.3 56.2 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
16:19 2.47 61.6 58.5 0.07 0.04 0.35 9999999999 9999999999 0 0 1 0
16:20 0.442 61.2 56.1 0.00 0.01 0.05 9999999999 9999999999 0 0 1 0
16:21 1.70 65.4 56.2 0.08 0.00 0.08 9999999999 130 0 0 0 1
16:22 0.352 64.2 56.1 0.00 0.00 0.00 9999999999 120 0 0 0 1
16:23 2.56 65.2 55.8 0.06 0.00 0.00 9999999999 130 0 0 0 1
16:24 0.367 64.4 56.0 0.00 3.68 1.25 9999999999 120 0 0 0 1
16:25 0.349 63.4 52.7 0.00 0.00 1.70 0 9999999999 0 0 1 0
16:26 0.457 64.3 55.9 0.07 0.02 0.08 10 9999999999 0 0 1 0
16:27 0.361 64.7 56.2 0.00 0.06 0.00 9999999999 9999999999 0 0 1 0
16:28 2.22 65.4 56.3 0.00 0.00 0.00 9999999999 9999999999 0 0 1 0
16:29 0.377 64.3 55.9 0.00 0.00 0.08 9999999999 9999999999 0 0 1 0
16:30 1.50 61.5 56.0 0.09 0.00 0.00 9999999999 9999999999 0 0 1 0
16:31 0.376 61.3 56.1 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
16:32 2.32 61.6 56.2 0.17 0.05 0.00 9999999999 9999999999 0 0 1 0
16:33 2.76 61.3 93.4 0.06 0.00 0.00 9999999999 9999999999 0 0 1 0
16:34 0.597 61.5 56.1 0.00 0.00 0.00 9999999999 9999999999 0 0 1 0
16:35 2.27 61.5 56.1 0.08 0.01 0.08 9999999999 9999999999 0 0 1 0
16:36 0.502 61.2 56.3 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
16:37 1.49 60.8 56.0 0.02 0.01 0.09 9999999999 9999999999 0 0 1 0
16:38 0.551 60.9 56.4 0.00 0.03 0.00 9999999999 9999999999 0 0 1 0
16:39 1.75 60.9 56.3 0.03 0.00 0.08 9999999999 9999999999 0 0 1 0
16:40 0.591 61.0 56.4 0.00 0.17 0.00 9999999999 9999999999 0 0 1 0
16:41 2.18 61.5 55.9 0.05 0.12 0.00 9999999999 9999999999 0 0 1 0
16:42 0.459 61.0 56.0 0.00 0.14 0.00 9999999999 9999999999 0 0 1 0
16:43 1.94 61.1 56.2 0.04 0.00 0.00 9999999999 9999999999 0 0 1 0
16:44 0.412 61.3 56.2 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
16:45 2.47 61.6 58.5 0.07 0.04 0.35 9999999999 9999999999 0 0 1 0
16:46 0.442 61.2 56.1 0.00 0.01 0.05 9999999999 9999999999 0 0 1 0
16:47 1.70 65.4 56.2 0.08 0.00 0.08 9999999999 130 0 0 0 1
16:48 0.352 64.2 56.1 0.00 0.00 0.00 9999999999 120 0 0 0 1
16:49 2.56 65.2 55.8 0.06 0.00 0.00 9999999999 130 0 0 0 1
16:50 0.367 64.4 56.0 0.00 3.68 1.25 9999999999 120 0 0 0 1
16:51 0.591 61.0 56.4 0.00 0.17 0.00 9999999999 9999999999 0 0 1 0
16:52 2.18 61.5 55.9 0.05 0.12 0.00 9999999999 9999999999 0 0 1 0
16:53 0.459 61.0 56.0 0.00 0.14 0.00 9999999999 9999999999 0 0 1 0
16:54 1.94 61.1 56.2 0.04 0.00 0.00 9999999999 9999999999 0 0 1 0
16:55 0.412 61.3 56.2 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
16:56 2.47 61.6 58.5 0.07 0.04 0.35 9999999999 9999999999 0 0 1 0
16:57 0.442 61.2 56.1 0.00 0.01 0.05 9999999999 9999999999 0 0 1 0
16:58 1.70 65.4 56.2 0.08 0.00 0.08 9999999999 130 0 0 0 1
16:59 0.352 64.2 56.1 0.00 0.00 0.00 9999999999 120 0 0 0 1
17:0 2.56 65.2 55.8 0.06 0.00 0.00 9999999999 130 0 0 0 1
17:1 0.367 64.4 56.0 0.00 3.68 1.25 9999999999 120 0 0 0 1
17:2 0.349 63.4 52.7 0.00 0.00 1.70 0 9999999999 0 0 1 0
17:3 0.457 64.3 55.9 0.07 0.02 0.08 10 9999999999 0 0 1 0
17:4 0.361 64.7 56.2 0.00 0.06 0.00 9999999999 9999999999 0 0 1 0
17:5 2.22 65.4 56.3 0.00 0.00 0.00 9999999999 9999999999 0 0 1 0
17:6 0.377 64.3 55.9 0.00 0.00 0.08 9999999999 9999999999 0 0 1 0
17:7 1.50 61.5 56.0 0.09 0.00 0.00 9999999999 9999999999 0 0 1 0
17:8 0.376 61.3 56.1 0.00 0.01 0.00 9999999999 9999999999 0 0 1 0
17:9 2.32 61.6 56.2 0.17 0.05 0.00 9999999999 9999999999 0 0 1 0
17:10 2.76 61.3 93.4 0.06 0.00 0.00 9999999999 9999999999 0 0 1 0
