"Ping Local" "Ping LocalApp-CorpApp" "Ping LocalApp-CorpDB" "Load Average LocalApp" "Load Average LocalDB" "Load Average CORPApp" "TNS ping LocalApp-LocalDB" "TNS ping LocalApp-CorpDB" "Class"
0.414 59.1 56.9 1.88 0.56 2.05 0 130 0
0.311 58.7 56.3 2.32 0.41 1.57 0 120 0
0.301 56.7 56.4 2.65 0.33 1.31 0 130 0
0.330 56.2 56.3 2.45 0.66 1.72 0 130 0
0.322 69.0 58.1 3.55 0.53 2.38 0 130 0
0.476 62.1 56.7 3.57 0.41 1.33 0 120 0
0.343 67.6 60.7 3.09 0.45 1.26 0 130 0
0.557 56.0 56.8 2.09 0.45 1.90 0 130 0
0.403 55.9 56.4 1.97 0.65 1.16 10 130 0
0.413 55.3 56.6 2.12 0.46 6.36 0 130 0
0.407 76.2 56.5 1.98 0.23 6.99 0 130 0
0.354 56.7 56.4 1.79 0.44 5.30 0 120 0
0.329 57.7 55.9 1.71 0.35 3.86 0 270 0
0.383 62.9 56.4 1.11 0.48 4.42 0 130 0
0.356 56.0 56.9 3.40 0.79 5.15 10 130 0
0.483 56.4 69.9 1.94 1.14 4.45 0 130 0
0.380 55.6 56.6 1.54 1.50 4.49 0 130 0
0.488 56.7 56.7 1.52 0.55 5.76 0 120 0
0.326 57.9 56.0 2.58 0.54 5.93 10 120 0
0.466 67.9 56.3 2.36 0.29 6.68 10 130 0
0.389 56.0 56.5 1.86 0.19 5.26 0 130 0
0.471 55.9 56.3 1.67 0.40 3.53 0 120 0
0.329 56.4 56.5 1.88 0.75 3.41 10 130 0
0.453 58.5 56.6 1.64 0.46 2.31 0 120 0
0.311 65.7 59.0 1.55 0.48 4.16 0 130 0
0.351 58.2 57.4 1.29 0.34 5.78 0 130 0
0.435 70.7 56.7 1.42 0.38 6.39 0 120 0
0.472 54.2 48.8 1.28 0.40 4.63 10 110 0
0.400 56.8 48.6 2.03 0.35 3.12 0 110 0
0.453 56.0 48.5 1.86 0.40 5.55 0 110 0
0.523 48.7 48.6 1.05 0.21 4.55 0 110 0
0.334 49.1 48.4 1.43 0.33 6.13 0 110 0
0.566 53.2 49.0 1.09 0.32 7.85 0 110 0
0.997 100 48.3 1.27 0.20 10.45 0 110 0
0.281 54.8 48.3 2.16 0.35 10.71 0 110 0
0.472 54.3 48.5 2.45 0.37 6.81 0 100 0
0.276 53.7 48.4 2.28 0.32 4.20 10 110 0
0.334 51.6 49.2 2.41 0.39 1.94 0 120 0
0.477 50.4 48.8 1.60 0.40 1.22 0 140 0
0.311 47.9 48.7 1.25 0.35 2.80 0 110 0
0.410 55.6 49.0 1.76 0.39 3.42 0 110 0
0.415 54.2 48.4 2.14 0.44 3.38 0 110 0
0.331 59.4 48.4 1.81 0.36 2.90 10 110 0
0.415 55.3 48.3 1.75 0.26 2.39 0 110 0
0.400 59.3 48.6 1.77 0.27 3.43 0 110 0
0.380 55.2 48.5 1.24 0.36 2.85 0 110 0
0.436 51.7 48.5 1.36 0.22 2.32 0 110 0
0.407 49.0 48.5 1.05 0.38 2.48 0 110 0
0.303 81.8 48.5 1.44 0.53 2.07 10 110 0
0.385 48.0 48.4 1.39 0.49 2.28 0 110 0
0.574 56.1 48.2 1.36 0.33 2.72 0 110 0
0.436 71.4 48.5 0.98 0.36 2.09 0 110 0
0.400 51.3 48.0 0.97 0.20 1.35 0 110 0
0.352 54.7 50.4 1.12 0.33 0.81 0 110 0
0.449 74.5 52.2 2.57 0.48 2.07 10 110 0
0.327 9999999999 48.4 2.47 0.80 1.34 10 110 1
0.387 83.8 48.4 2.16 1.89 0.77 10 110 0
0.356 53.4 48.6 2.15 0.99 0.54 0 110 0
0.415 49.4 48.4 1.89 0.40 0.20 0 110 0
0.345 48.3 48.8 1.95 0.53 3.13 0 110 0
0.502 56.3 48.2 2.02 0.47 2.11 0 110 0
0.469 48.7 49.4 1.71 0.37 1.37 0 110 0
0.513 47.5 48.1 1.71 0.27 1.39 0 120 0
0.430 53.4 48.4 1.87 0.14 1.49 0 110 0
0.427 48.8 48.8 3.14 0.58 2.99 0 110 0
0.382 102 48.5 2.96 0.74 2.08 0 110 0
0.345 87.6 48.4 3.12 0.48 1.33 0 120 0
0.290 61.0 48.8 2.37 0.35 1.48 0 230 0
0.370 66.8 48.5 1.84 0.23 1.06 0 110 0
0.363 69.6 48.4 1.79 0.15 1.62 0 110 0
0.527 55.3 48.7 4.72 0.20 2.21 0 110 0
0.410 57.6 48.5 2.95 0.30 2.24 0 120 0
0.332 62.2 48.3 1.97 0.19 1.84 10 160 0
0.396 56.0 48.1 1.87 0.23 1.08 0 130 0
0.392 48.2 48.0 2.22 0.49 2.97 0 110 0
0.339 47.5 48.9 2.00 0.35 2.64 0 110 0
0.483 47.7 48.2 2.50 0.32 1.74 0 110 0
0.329 69.4 48.7 2.46 0.47 1.38 0 110 0
0.415 68.0 48.9 2.29 0.35 1.35 10 110 0
0.378 57.1 48.4 1.19 0.29 3.44 0 120 0
0.483 51.7 48.5 0.93 0.37 2.56 0 110 0
0.423 75.5 52.4 1.28 0.55 1.12 10 110 0
0.396 48.8 48.5 1.51 0.24 0.84 0 110 0
0.380 50.7 48.1 0.80 0.19 0.82 0 110 0
0.434 48.6 48.4 1.04 0.11 8.32 0 110 0
0.382 49.4 48.6 1.06 0.15 11.82 0 110 0
0.438 48.3 48.5 2.36 0.26 13.54 0 110 0
0.403 50.7 48.6 1.87 0.33 13.51 0 110 0
0.690 51.8 48.5 1.12 0.29 14.17 10 110 0
0.400 47.3 48.6 1.09 0.36 13.46 0 110 0
0.268 50.4 48.3 1.61 0.16 8.43 0 110 0
0.371 49.3 48.5 1.50 0.30 5.32 0 110 0
0.360 49.7 48.3 1.19 0.27 2.48 0 110 0
0.452 54.4 48.3 0.87 0.17 1.29 10 110 0
0.398 50.1 48.3 3.25 0.48 10.31 0 110 0
0.452 65.2 48.7 1.94 0.38 5.21 0 110 0
0.508 48.6 48.7 1.39 0.43 2.17 0 110 0
0.429 50.6 48.2 0.93 0.39 0.94 0 110 0
0.359 49.3 48.5 1.05 0.22 0.50 0 110 0
0.568 47.3 48.3 0.61 0.15 1.15 0 100 0
0.328 51.9 48.5 0.98 0.16 0.95 0 120 0
0.400 47.7 48.3 0.96 0.18 1.07 0 110 0
0.466 50.4 48.3 0.90 0.25 0.91 0 110 0
0.473 54.8 48.6 0.89 0.19 2.62 0 130 0
0.362 48.5 48.7 1.32 0.19 4.23 0 110 0
0.508 48.4 48.6 1.33 0.13 2.96 0 110 0
0.326 48.2 48.5 1.47 0.08 2.67 0 110 0
0.397 49.2 48.5 1.78 0.12 1.76 0 110 0
0.434 47.9 48.5 1.53 0.19 2.51 0 110 0
0.313 48.9 48.1 1.29 0.20 2.02 0 110 0
0.375 49.2 48.1 0.84 0.13 1.48 0 120 0
0.338 48.6 48.2 0.56 0.09 1.68 0 120 0
0.392 48.9 48.3 0.43 0.10 1.53 0 120 0
0.365 49.3 48.3 0.32 0.14 0.85 0 120 0
0.321 47.8 48.8 0.63 0.12 2.26 0 110 0
0.479 48.2 48.0 0.87 0.12 0.98 0 110 0
0.400 48.2 48.0 1.26 0.32 0.36 0 110 0
0.371 47.7 48.4 1.15 0.22 1.71 0 110 0
0.449 47.6 48.7 1.19 0.23 0.99 0 120 0
0.439 47.3 48.6 0.90 0.14 1.69 10 110 0
0.365 48.8 48.5 0.78 0.23 1.38 0 110 0
0.410 49.3 48.5 0.97 0.20 0.67 0 110 0
0.389 58.0 48.2 1.14 0.20 0.86 0 110 0
0.346 47.5 48.6 1.20 0.25 0.45 0 120 0
0.445 52.2 48.3 1.52 0.54 2.20 0 110 0
0.354 47.8 48.6 1.67 0.24 1.17 0 110 0
0.309 47.6 47.9 1.13 0.36 0.71 0 110 0
0.416 47.5 48.0 1.50 0.53 0.31 10 120 0
0.377 50.1 48.3 1.64 0.35 0.37 0 110 0
0.386 47.7 48.6 1.32 0.21 1.01 0 110 0
0.355 48.0 48.3 1.09 0.17 0.61 0 130 0
0.525 47.5 48.2 0.70 0.11 0.27 0 110 0
0.399 68.8 48.4 0.79 0.11 0.63 0 110 0
0.375 52.9 48.6 1.01 0.29 0.34 0 110 0
0.451 54.6 48.3 1.12 0.42 2.18 10 110 0
0.461 49.1 48.4 1.88 0.32 1.03 0 110 0
0.468 47.6 48.5 1.41 0.27 1.47 0 110 0
0.403 49.6 48.6 1.20 0.31 0.87 0 110 0
0.437 49.1 48.4 0.77 0.24 0.90 0 110 0
0.469 50.0 48.8 1.76 0.30 1.61 0 110 0
0.536 49.1 48.4 1.12 0.27 1.62 0 110 0
0.437 47.8 48.3 1.54 0.17 2.17 0 110 0
0.468 47.7 48.0 0.68 0.11 1.14 0 110 0
0.350 47.8 48.1 0.45 0.04 0.89 0 120 0
0.332 48.0 48.5 0.78 0.18 2.33 0 110 0
0.394 48.9 48.1 0.62 0.06 1.40 0 100 0
0.391 47.7 48.1 0.91 0.06 1.09 0 120 0
0.337 63.4 48.3 0.80 0.07 0.98 0 110 0
0.429 48.4 48.5 0.82 0.14 0.86 0 110 0
0.532 48.1 48.1 0.55 0.16 2.02 0 110 0
0.432 47.9 48.4 1.24 0.06 1.91 0 110 0
0.414 49.9 48.4 0.93 0.23 1.57 0 110 0
0.410 52.2 48.5 0.59 0.19 1.76 0 110 0
0.350 53.6 48.2 0.45 0.15 1.43 0 110 0
0.337 49.4 89.5 1.11 0.30 3.11 0 200 0
0.430 48.4 58.1 1.17 0.11 2.13 0 140 0
0.436 47.9 78.8 0.97 0.08 2.20 0 190 0
0.459 47.3 66.9 0.39 0.03 1.91 10 170 0
0.465 48.1 89.9 0.31 0.01 1.98 0 150 0
0.432 49.7 76.2 0.27 0.10 1.15 0 170 0
0.422 47.9 86.4 0.24 0.09 0.84 0 180 0
0.611 47.5 86.3 0.85 0.22 0.50 0 200 0
0.410 52.4 88.7 0.44 0.13 0.18 10 120 0
0.379 48.1 59.8 0.37 0.21 0.71 0 120 0
0.746 49.1 63.6 0.92 0.18 7.57 0 170 0
0.510 48.4 83.0 0.94 0.10 2.89 0 190 0
0.308 49.3 48.0 0.44 0.25 1.38 0 110 0
0.455 48.3 48.5 0.54 0.09 0.92 0 110 0
0.447 48.1 54.1 0.45 0.06 1.71 10 1070 0
0.386 48.8 62.4 0.76 0.10 3.11 0 110 0
0.401 50.4 9999999999 0.69 0.18 1.67 0 170 2
0.433 51.8 74.7 0.72 0.08 1.06 0 190 0
0.294 52.3 48.5 0.85 0.16 0.76 0 120 0
0.456 47.1 48.7 0.79 0.09 0.77 0 110 0
0.420 54.3 48.5 0.90 0.13 2.88 0 110 0
0.498 54.1 48.5 0.96 0.11 1.31 0 120 0
0.423 48.6 48.4 0.86 0.10 1.24 0 110 0
0.315 47.7 48.3 0.79 0.15 1.24 0 110 0
0.498 47.3 48.8 0.51 0.16 0.63 0 110 0
0.393 47.1 48.4 1.22 0.12 1.48 0 110 0
0.567 48.0 48.4 0.92 0.16 1.11 0 110 0
0.431 51.5 48.4 0.88 0.19 0.46 10 110 0
0.439 48.0 51.3 0.80 0.21 0.23 0 190 0
0.509 48.2 48.5 0.66 0.20 0.08 0 110 0
0.411 49.2 48.2 1.07 0.19 4.18 0 110 0
0.316 50.3 48.6 1.02 0.07 3.23 10 110 0
0.490 51.3 48.3 0.79 0.17 2.15 0 120 0
0.349 50.7 48.7 0.71 0.20 1.24 0 120 0
0.528 55.6 48.6 0.65 0.07 0.89 0 110 0
0.505 48.8 48.3 0.83 0.09 1.28 0 110 0
0.440 51.8 48.5 0.53 0.12 1.00 0 110 0
0.455 48.4 48.5 0.30 0.08 0.77 0 110 0
0.312 48.8 48.3 0.50 0.21 0.44 0 120 0
0.516 47.7 48.3 0.45 0.19 0.98 10 110 0
0.426 47.8 48.5 1.03 0.21 4.50 0 120 0
0.552 56.7 48.6 0.50 0.35 4.16 0 110 0
0.391 49.5 48.6 0.42 0.21 4.24 10 110 0
0.335 49.5 48.0 0.33 0.11 2.90 10 110 0
0.417 51.3 48.6 0.20 0.12 1.53 0 110 0
0.352 47.6 48.3 0.58 0.20 2.49 0 110 0
0.372 47.7 48.4 0.50 0.21 1.80 0 110 0
0.392 49.6 48.0 0.83 0.30 1.45 0 120 0
0.511 47.9 48.5 0.76 0.38 1.00 0 110 0
0.421 48.1 48.4 0.48 0.27 0.78 0 120 0
0.360 47.4 48.6 0.59 0.26 3.40 0 110 0
0.327 47.6 48.3 0.85 0.14 1.87 0 110 0
0.317 50.5 48.5 1.35 0.24 1.80 0 110 0
0.530 48.3 48.6 0.81 0.13 0.82 0 120 0
0.323 49.8 48.4 0.55 0.14 0.70 0 110 0
0.413 50.7 48.7 0.48 0.27 1.25 0 110 0
0.363 49.8 48.2 0.77 0.14 1.32 0 110 0
0.349 48.8 48.4 0.59 0.16 0.83 0 110 0
0.322 48.0 48.5 0.43 0.10 0.35 0 110 0
0.332 52.5 48.3 0.28 0.04 0.37 0 110 0
0.441 47.7 48.3 1.46 0.08 3.49 0 110 0
0.348 47.8 48.5 1.07 0.22 1.81 10 110 0
0.479 49.3 48.5 1.16 0.34 1.04 0 110 0
0.386 48.1 48.6 0.91 0.17 0.69 0 110 0
0.351 49.9 48.5 0.57 0.17 1.21 0 110 0
0.466 47.4 48.2 0.84 0.19 3.22 10 110 0
0.354 48.3 48.4 0.96 0.13 3.15 10 110 0
0.341 49.3 48.5 0.75 0.13 1.26 0 110 0
0.392 47.5 48.7 0.38 0.09 0.46 0 110 0
0.430 46.7 48.5 0.19 0.18 0.33 10 110 0
0.380 48.4 48.3 0.27 0.06 1.71 0 110 0
0.381 47.5 48.0 0.21 0.14 1.72 0 110 0
0.381 49.0 48.1 1.79 0.05 1.28 10 110 0
0.436 48.5 48.6 1.04 0.07 0.93 0 110 0
0.338 73.0 48.6 0.68 0.07 0.69 0 110 0
0.364 47.8 48.3 0.80 0.16 2.36 0 110 0
0.446 48.0 48.4 0.62 0.06 3.48 0 110 0
0.367 59.4 48.4 1.18 0.05 1.88 10 110 0
0.305 48.1 48.4 0.96 0.22 1.68 0 110 0
0.569 47.7 48.1 0.57 0.18 2.70 0 110 0
0.387 56.7 48.3 1.76 0.29 3.15 0 110 0
0.383 53.4 48.6 1.05 0.26 1.96 0 110 0
0.357 47.6 48.1 1.22 0.13 1.55 0 110 0
0.392 47.7 48.3 0.87 0.08 1.33 10 110 0
0.491 48.1 48.5 1.50 0.13 1.03 0 120 0
0.345 47.0 48.3 0.82 0.09 0.87 0 110 0
0.428 79.4 48.3 0.73 0.11 1.12 0 110 0
0.453 50.0 48.7 1.17 0.10 0.61 0 110 0
0.415 48.1 48.3 1.65 0.17 0.48 0 120 0
0.417 47.1 48.9 1.02 0.33 1.09 0 110 0
0.480 47.0 48.3 1.67 0.49 1.90 0 110 0
0.450 50.4 48.2 1.39 0.29 1.94 0 110 0
0.435 48.6 48.6 1.13 0.20 2.29 10 110 0
0.382 47.3 48.1 0.93 0.12 1.49 10 110 0
0.309 48.2 48.5 0.66 0.12 1.15 0 110 0
0.458 47.8 48.4 0.40 0.11 0.73 0 110 0
0.456 49.4 48.2 1.37 0.12 0.49 0 110 0
0.462 48.3 48.7 0.85 0.15 0.46 0 110 0
0.330 48.1 48.6 0.34 0.05 0.35 10 110 0
0.348 47.4 48.2 0.43 0.02 0.91 10 110 0
0.299 47.9 48.2 0.26 0.00 2.25 10 110 0
0.306 48.7 48.2 0.24 0.07 1.07 10 110 0
0.408 48.0 48.6 0.30 0.17 1.51 0 110 0
0.258 47.3 48.1 0.44 0.18 0.91 0 110 0
0.376 47.5 48.5 0.44 0.21 0.67 0 110 0
0.284 49.5 48.6 0.59 0.07 0.74 0 120 0
0.433 47.1 48.1 0.71 0.12 1.33 0 110 0
0.474 48.3 48.6 0.75 0.10 1.97 0 1110 0
0.458 48.3 48.3 0.46 0.06 1.45 0 110 0
0.386 50.4 48.4 0.32 0.05 1.41 0 110 0
0.463 49.2 48.5 1.00 0.02 3.19 10 110 0
0.399 47.8 49.0 0.82 0.05 1.40 0 110 0
0.402 47.4 48.3 0.65 0.02 1.93 0 110 0
0.374 49.9 48.4 0.31 0.05 0.86 0 110 0
0.472 48.5 48.7 0.38 0.14 0.52 0 120 0
0.421 47.7 48.2 0.70 0.05 1.57 0 110 0
0.370 49.3 48.4 0.64 0.08 0.91 0 110 0
0.342 48.5 48.3 0.65 0.07 0.33 0 110 0
0.410 47.0 48.5 0.47 0.09 0.39 10 110 0
0.344 58.4 48.8 0.40 0.03 0.28 0 110 0
0.484 47.9 48.1 0.86 0.10 2.35 0 110 0
0.439 49.5 48.4 1.56 0.41 1.19 0 110 0
0.413 47.4 48.4 1.62 0.25 0.56 0 110 0
0.479 48.3 48.7 1.54 0.19 0.53 0 110 0
0.381 47.6 48.2 0.84 0.11 0.97 0 110 0
0.439 49.0 88.5 0.39 0.04 1.20 0 190 0
0.351 47.6 86.7 0.27 0.10 0.85 10 160 0
0.447 48.4 80.3 0.37 0.03 0.46 0 170 0
0.402 50.2 85.2 0.31 0.01 0.70 0 180 0
0.350 47.5 88.9 0.27 0.00 0.34 10 110 0
0.334 55.8 9999999999 1.25 0.06 2.34 0 120 2
0.411 56.1 86.1 0.90 0.08 1.34 0 190 0
0.382 55.5 55.6 0.53 0.11 0.85 0 120 0
0.473 55.7 68.6 0.44 0.14 1.02 0 170 0
0.336 56.7 55.8 0.50 0.16 0.51 0 120 0
0.434 59.0 55.9 0.88 0.06 1.63 0 210 0
0.372 55.7 55.5 0.48 0.19 1.27 0 130 0
0.473 55.4 55.9 0.29 0.18 0.64 0 130 0
0.440 55.1 55.9 0.22 0.06 1.26 10 120 0
0.439 55.4 56.1 0.16 0.06 1.05 0 130 0
0.307 55.3 55.9 0.23 0.10 2.23 0 120 0
0.432 55.3 55.8 0.08 0.09 1.11 0 130 0
0.463 56.2 9999999999 0.34 0.09 0.79 0 190 2
0.474 55.6 99.5 0.34 0.20 1.27 0 130 0
0.530 55.8 86.6 0.23 0.13 0.71 0 190 0
0.392 55.1 55.8 0.17 0.10 0.59 0 130 0
0.369 56.3 56.0 0.43 0.07 0.53 0 120 0
0.379 55.3 55.8 0.42 0.02 0.40 0 120 0
0.393 55.3 56.1 0.64 0.10 0.73 10 120 0
0.403 55.4 56.5 0.83 0.18 1.23 0 130 0
0.446 55.6 56.0 1.47 0.22 2.66 0 120 0
0.285 56.6 55.7 0.81 0.21 1.28 0 120 0
0.367 57.1 56.0 0.63 0.08 0.89 0 120 0
0.458 55.0 55.9 0.39 0.06 1.23 10 120 0
0.342 56.3 56.1 0.38 0.05 0.85 0 120 0
0.367 55.5 56.0 0.23 0.10 0.72 0 120 0
0.371 55.0 56.0 0.12 0.07 0.45 0 120 0
0.363 56.5 56.0 0.18 0.07 0.16 0 130 0
0.490 56.5 55.6 0.07 0.02 0.28 0 130 0
0.331 55.1 55.8 0.02 0.13 0.10 0 130 0
0.445 55.8 56.3 0.19 0.08 2.25 0 120 0
0.373 54.9 55.7 0.63 0.03 1.08 0 130 0
0.288 57.2 56.1 0.50 0.12 0.71 0 130 0
0.337 54.7 55.8 0.47 0.07 0.49 0 120 0
0.411 55.1 55.8 0.42 0.07 0.41 0 130 0
0.336 60.3 55.7 0.43 0.13 0.76 0 120 0
0.436 56.1 55.8 0.49 0.05 0.95 0 130 0
0.356 54.7 56.1 0.35 0.14 0.70 0 130 0
0.487 55.0 55.8 0.59 0.09 1.37 0 130 0
0.439 54.4 55.7 0.33 0.14 1.23 0 130 0
0.391 57.1 55.9 0.54 0.13 2.53 10 120 0
0.308 55.4 55.9 0.53 0.10 1.22 0 130 0
0.321 55.2 55.8 0.58 0.10 1.14 0 130 0
0.395 56.5 55.7 0.30 0.10 0.65 0 130 0
0.426 55.1 56.0 0.33 0.04 1.70 10 120 0
0.308 55.4 56.3 0.95 0.01 1.00 0 130 0
0.373 54.9 55.7 1.09 0.10 0.60 0 130 0
0.426 55.1 55.6 0.81 0.13 0.26 0 130 0
0.411 55.2 55.8 0.50 0.10 0.09 0 130 0
0.435 67.5 55.8 1.17 0.04 1.31 0 1170 0
0.379 71.3 56.2 0.76 0.29 2.62 0 130 0
0.381 69.6 74.0 0.62 0.10 1.80 0 140 0
0.483 74.3 57.0 0.45 0.04 1.11 0 160 0
0.429 67.2 56.0 0.48 0.09 0.57 0 120 0
0.519 68.5 56.0 0.24 0.08 1.15 0 130 0
0.358 68.3 55.6 0.87 0.06 2.56 0 130 0
0.398 70.2 56.1 0.70 0.07 1.18 0 120 0
0.424 69.7 56.1 0.41 0.09 0.43 0 130 0
0.353 67.5 55.8 1.05 0.15 0.19 0 130 0
0.445 66.6 55.4 0.63 0.06 0.16 0 130 0
0.484 68.7 55.9 1.04 0.16 4.32 0 120 0
0.473 66.2 56.1 0.61 0.06 1.84 0 120 0
0.484 71.2 55.9 0.26 0.02 1.16 0 130 0
0.363 69.3 55.8 0.28 0.12 0.95 0 130 0
0.344 69.9 55.8 0.58 0.25 1.10 0 130 0
0.454 68.6 55.5 0.42 0.09 1.59 0 130 0
0.388 68.1 56.0 0.43 0.03 1.02 0 130 0
0.433 69.1 56.1 0.42 0.05 0.37 0 120 0
0.550 65.9 55.3 1.44 0.02 0.45 0 120 0
0.428 67.6 55.2 0.74 0.00 0.27 0 120 0
0.376 71.9 55.9 0.51 0.00 2.97 0 120 0
0.447 66.5 55.5 0.75 0.05 1.31 0 120 0
0.405 66.2 55.5 0.55 0.02 0.87 0 120 0
0.518 66.1 56.1 0.23 0.23 0.59 0 120 0
0.403 65.7 55.7 0.57 0.13 0.34 0 120 0
0.417 66.8 56.1 0.83 0.22 2.47 0 120 0
0.370 68.0 55.8 0.34 0.20 1.25 10 130 0
0.386 66.1 56.0 0.62 0.21 0.54 0 130 0
0.498 66.8 55.9 0.38 0.18 0.38 0 120 0
0.451 66.7 55.9 0.42 0.12 0.41 10 130 0
0.508 67.2 56.0 0.51 0.10 3.39 10 320 0
0.379 66.1 56.3 0.58 0.27 2.30 0 120 0
0.369 72.0 55.6 0.45 0.21 1.60 0 130 0
0.477 66.4 56.0 0.26 0.17 1.04 0 130 0
0.371 67.5 55.9 0.40 0.18 1.11 0 130 0
0.395 66.6 55.8 0.21 0.32 1.34 0 120 0
0.565 66.1 55.9 0.22 0.35 1.36 0 130 0
0.347 68.7 55.9 0.31 0.35 1.01 0 130 0
0.405 71.0 56.0 0.16 0.43 0.56 10 150 0
0.358 66.3 56.6 0.31 0.35 0.41 10 120 0
0.404 68.9 55.9 0.47 0.13 2.17 0 120 0
0.361 70.5 55.8 0.84 0.04 1.90 10 120 0
0.385 68.0 55.7 0.90 0.01 2.60 0 130 0
0.427 68.0 56.0 0.47 0.00 1.98 0 130 0
0.397 67.8 55.4 0.65 0.03 1.43 0 120 0
0.412 66.3 55.8 0.48 0.05 1.71 0 120 0
0.367 69.0 55.9 0.70 0.13 1.75 0 130 0
0.343 66.8 55.7 0.26 0.09 0.78 0 130 0
0.343 67.7 55.8 0.99 0.11 0.41 0 120 0
0.452 67.3 55.9 0.54 0.04 0.33 0 130 0
0.446 66.1 55.7 0.37 0.11 2.26 10 120 0
0.392 66.2 55.7 0.53 0.04 1.39 0 120 0
0.414 68.5 55.8 0.41 0.08 1.13 0 130 0
0.331 67.5 55.6 0.30 0.08 0.62 0 120 0
0.368 67.6 56.0 0.29 0.15 0.32 0 130 0
0.418 70.9 55.5 0.73 0.05 1.25 0 120 0
0.396 69.5 55.9 0.60 0.06 1.05 0 130 0
0.443 70.7 55.9 0.42 0.05 0.54 10 130 0
0.448 68.7 55.9 0.37 0.09 0.53 0 130 0
0.502 65.7 55.6 0.92 0.24 0.73 0 130 0
0.460 67.7 56.1 0.89 1.40 2.52 0 130 0
0.423 65.9 55.9 0.36 1.08 1.58 0 120 0
0.515 68.2 55.5 1.06 0.55 1.19 0 130 0
0.426 70.9 55.9 0.96 0.38 0.54 0 120 0
0.427 68.5 55.7 0.89 0.14 0.28 10 120 0
0.402 67.2 56.0 0.49 0.13 0.46 0 130 0
0.443 67.0 55.9 0.66 0.14 0.40 0 120 0
0.370 66.2 56.0 0.49 0.09 0.21 0 130 0
0.426 71.2 55.9 0.65 0.03 0.08 10 130 0
0.384 67.9 56.1 0.27 0.07 0.03 0 120 0
0.371 66.8 56.4 0.46 0.02 1.30 10 120 0
0.408 67.6 55.9 0.41 0.01 1.46 0 130 0
0.392 67.5 55.9 0.56 0.00 1.19 0 120 0
0.430 72.7 55.6 0.77 0.08 0.44 0 130 0
0.649 66.3 56.1 0.81 0.13 0.25 0 120 0
0.400 67.2 56.1 0.50 0.12 2.07 0 130 0
0.373 67.6 56.3 0.42 0.04 1.08 0 130 0
0.367 68.7 55.9 0.33 0.09 0.61 10 130 0
0.394 68.2 55.6 0.64 0.03 0.66 0 130 0
0.372 66.2 56.2 0.35 0.06 0.60 0 130 0
0.438 66.7 56.0 0.24 0.02 1.84 0 130 0
0.447 66.4 55.6 0.14 0.00 0.97 0 120 0
0.374 66.8 55.9 0.12 0.14 1.30 0 130 0
0.475 68.1 56.3 0.08 0.11 0.73 0 130 0
0.401 66.5 55.6 0.18 0.08 0.36 0 130 0
0.359 67.2 55.8 0.12 0.03 0.19 0 130 0
0.469 67.4 55.9 0.12 0.10 0.90 10 130 0
0.450 66.8 55.6 0.04 0.10 0.97 0 130 0
0.375 69.6 55.7 0.09 0.04 0.36 0 120 0
0.475 66.3 55.9 0.26 0.08 0.17 0 130 0
0.370 66.8 55.9 0.64 0.20 2.58 0 120 0
0.405 66.2 56.0 0.47 0.07 1.58 10 160 0
0.342 66.4 56.2 0.40 0.08 1.62 0 130 0
0.363 66.5 55.9 0.21 0.03 0.59 0 130 0
0.483 66.7 55.9 0.34 0.01 0.45 0 130 0
0.392 68.0 55.7 0.20 0.07 0.72 0 130 0
0.373 66.9 55.9 0.14 0.15 0.38 10 130 0
0.457 67.6 56.0 0.20 0.05 0.41 10 130 0
0.520 67.4 55.9 0.14 0.08 0.37 10 130 0
0.432 66.4 56.2 0.05 0.14 0.26 0 120 0
0.440 67.8 55.9 0.36 0.09 9.36 0 120 0
0.336 66.9 55.9 0.27 0.03 10.08 0 130 0
0.416 69.5 55.7 0.10 0.01 13.72 0 130 0
0.505 66.3 55.7 0.08 0.00 11.47 0 130 0
0.459 69.7 56.0 0.15 0.00 11.83 0 130 0
0.437 68.6 55.5 0.12 0.04 6.96 0 130 0
0.481 68.1 55.8 0.14 0.01 3.30 10 120 0
0.334 66.5 55.6 0.05 0.08 2.08 0 130 0
0.379 66.0 55.5 0.06 0.06 1.11 0 130 0
0.390 68.6 56.0 0.71 0.12 0.84 0 130 0
0.393 69.0 57.0 0.62 0.14 2.40 0 120 0
0.448 66.7 55.7 0.49 0.17 1.31 0 120 0
0.428 66.0 55.8 0.41 0.16 1.47 0 130 0
0.399 68.0 55.9 0.25 0.18 0.54 0 130 0
0.446 68.5 55.7 0.09 0.19 0.32 10 120 0
0.380 67.9 55.6 0.17 0.15 0.75 0 130 0
0.449 68.9 56.0 0.14 0.05 0.47 0 120 0
0.409 68.0 55.4 0.15 0.07 1.18 0 120 0
0.421 66.1 55.8 0.21 0.11 0.66 0 130 0
0.450 68.2 55.7 0.19 0.04 0.75 0 120 0
0.427 70.1 55.4 0.60 0.98 2.78 10 120 0
0.509 69.0 56.0 0.53 1.07 1.23 0 130 0
0.406 66.5 55.9 0.40 1.43 1.15 10 120 0
0.397 66.4 55.7 0.26 1.26 0.52 0 130 0
0.445 66.2 55.3 0.32 1.26 0.27 10 120 0
0.417 66.1 55.7 0.20 1.09 0.93 0 130 0
0.396 65.9 55.7 0.12 0.56 0.93 0 120 0
0.547 70.1 55.5 0.87 0.20 0.59 10 130 0
